Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Radio broadcast assistant,Finance,Increasing,Low,131568.86,Associate Degree,16,2394,1562,47.4,28.89,USA,20.42
Soil scientist,IT,Increasing,Moderate,44500.73,Associate Degree,4,6988,9475,35.68,84.47,USA,57.49
Environmental health practitioner,Retail,Increasing,Low,76838.35,Master’s Degree,15,9594,4276,91.56,6.09,USA,67.84
"Engineer, materials",Retail,Decreasing,Moderate,58698.34,Associate Degree,0,8080,1406,88.14,57.67,USA,45.36
"Sound technician, broadcasting/film/video",Healthcare,Increasing,Moderate,148241.84,High School,19,1081,1436,60.45,36.44,USA,59.07
Structural engineer,Transportation,Increasing,Low,82950.1,Master’s Degree,6,8103,5382,17.09,40.48,USA,79.91
Advertising art director,IT,Decreasing,Low,90756.03,High School,5,1210,7597,68.91,56.36,USA,34.2
Cytogeneticist,Retail,Decreasing,High,89069.22,High School,5,8216,3870,54.01,20.15,USA,45.83
"Production designer, theatre/television/film",Transportation,Increasing,High,98419.82,Bachelor’s Degree,2,9975,4069,39,98.79,USA,21.19
"Engineer, building services",Healthcare,Decreasing,High,120463.12,High School,2,222,3795,76.76,35.28,USA,62.7
Clinical molecular geneticist,Entertainment,Increasing,Low,73443.05,Bachelor’s Degree,10,6877,7690,71.81,84.48,USA,56.51
Operations geologist,Manufacturing,Increasing,Moderate,56744.45,Bachelor’s Degree,7,7849,3039,98.48,51.7,USA,33.82
Accommodation manager,Education,Decreasing,Moderate,130057.78,Bachelor’s Degree,15,1941,4236,62.46,76.67,USA,38.98
Meteorologist,IT,Decreasing,Low,144869.46,High School,16,3074,9321,27.45,37.6,USA,71.07
Contracting civil engineer,Entertainment,Decreasing,Moderate,131881.48,Master’s Degree,1,5055,5449,38.32,79.07,USA,72.13
Textile designer,Education,Increasing,Moderate,85781.83,Associate Degree,18,5675,6832,11.54,64.56,USA,49.8
"Radiographer, diagnostic",Entertainment,Decreasing,Moderate,64735.73,High School,9,7710,4198,73.1,31.67,USA,24.68
Insurance account manager,Education,Decreasing,Moderate,58285.69,Associate Degree,14,149,8015,64.13,40.35,USA,54.64
"Programmer, systems",Entertainment,Increasing,Moderate,43223.59,High School,0,4704,8593,60.58,52.91,USA,77.89
Multimedia programmer,IT,Decreasing,Low,47900.76,High School,16,6113,2987,61.62,81.19,USA,23.54
"Sales professional, IT",Transportation,Decreasing,High,140858.59,Master’s Degree,1,6629,7196,85.92,97.97,USA,62.91
"Research officer, government",Entertainment,Decreasing,Moderate,72407.67,Master’s Degree,6,138,8727,69.24,70.64,USA,37.17
Clinical psychologist,Healthcare,Increasing,Moderate,145630.96,Associate Degree,13,610,1531,20.54,70.04,USA,35.04
"Producer, radio",Entertainment,Increasing,Low,89997.78,High School,9,6466,7055,2.9,48.19,USA,33.73
Patent attorney,Manufacturing,Decreasing,Moderate,109607.55,Master’s Degree,15,8500,2009,21.32,27.3,USA,24.27
"Social research officer, government",Healthcare,Increasing,High,34805.17,Associate Degree,8,2109,1725,36.11,33.83,USA,47.38
Software engineer,Transportation,Decreasing,Low,108817.53,Associate Degree,13,3494,2401,25.83,70.26,USA,75.38
"Surveyor, building",Finance,Increasing,Low,66327.42,Master’s Degree,14,8041,1415,95.67,72.82,USA,73.06
Associate Professor,Finance,Decreasing,Moderate,62009.02,Master’s Degree,11,6723,7744,60.44,39.58,USA,24.96
"Optician, dispensing",Retail,Increasing,Moderate,92077.64,PhD,18,8480,1980,21.5,31.04,USA,60.13
Market researcher,Transportation,Increasing,Low,109253.29,Bachelor’s Degree,14,7756,8638,84.29,13.49,USA,75.86
"Physicist, medical",Finance,Increasing,Moderate,99524.71,Associate Degree,17,3312,208,46.04,26.82,USA,60.12
Nutritional therapist,Entertainment,Increasing,Low,112289.13,High School,20,4769,705,38.34,65.69,USA,44.76
Occupational therapist,Entertainment,Increasing,High,128235.92,Bachelor’s Degree,16,7754,7812,0.37,9.55,USA,54.8
Secretary/administrator,Retail,Decreasing,Low,79489.49,Bachelor’s Degree,15,3313,7467,34.82,80.41,USA,35.62
Manufacturing systems engineer,Healthcare,Decreasing,Low,39676.89,Associate Degree,17,6323,8871,99.79,90.96,USA,23.57
Pharmacologist,Healthcare,Decreasing,Moderate,84811.49,Associate Degree,14,3227,6573,94.76,76.38,USA,40.14
Private music teacher,Retail,Increasing,Low,77326.98,PhD,17,1994,970,80.5,49.56,USA,22.09
"Doctor, hospital",Entertainment,Increasing,Low,58156.84,Bachelor’s Degree,3,7247,9727,99.09,97,USA,75.01
Press sub,Healthcare,Decreasing,Low,52148.18,Bachelor’s Degree,2,5013,3662,55.46,1.74,USA,51.65
"Geologist, engineering",Transportation,Decreasing,High,92722.38,High School,14,9287,5170,50.38,85.73,USA,78.21
Building surveyor,IT,Increasing,Moderate,144693.16,Bachelor’s Degree,18,8071,7481,90.25,29.98,USA,52.11
"Surveyor, insurance",Retail,Increasing,High,80577.37,Bachelor’s Degree,18,5400,9325,81.37,12.35,USA,70.2
Warehouse manager,Entertainment,Decreasing,Low,110087.87,High School,7,1933,6874,28.41,11.5,USA,51.47
"Engineer, land",Education,Increasing,Low,76583.5,Master’s Degree,6,2745,5658,35.52,4.3,USA,69.94
Financial controller,Transportation,Increasing,Low,148250.65,PhD,9,4333,2282,14.31,45.45,USA,23.43
Building control surveyor,Retail,Increasing,Moderate,114401.59,High School,6,257,9843,1.15,46.01,USA,51.52
"Designer, television/film set",Manufacturing,Increasing,Moderate,140903.57,Associate Degree,13,1269,3038,5.75,67.63,USA,33.36
Herbalist,Entertainment,Increasing,Low,63016.12,Bachelor’s Degree,9,3244,3173,55.4,15.91,USA,76.68
Speech and language therapist,Retail,Increasing,High,129946.8,Associate Degree,2,7837,7773,34.23,80.88,USA,30.83
Geoscientist,Healthcare,Increasing,Low,143763.82,High School,10,9729,2719,2.83,64.48,USA,23.44
Soil scientist,Finance,Decreasing,High,47104.54,High School,12,8162,1020,43.28,68.17,USA,56.01
Civil Service fast streamer,Entertainment,Decreasing,High,84547.72,Associate Degree,10,3342,9263,31.82,6.33,USA,64.54
"Conservator, museum/gallery",Transportation,Decreasing,Moderate,108901.43,Master’s Degree,0,541,9130,44.56,12.01,USA,71.92
"Engineer, technical sales",Transportation,Decreasing,Low,125557,Associate Degree,3,5679,5396,97.26,50.27,USA,67.81
"Administrator, Civil Service",IT,Increasing,Moderate,138894.25,Master’s Degree,19,963,6978,11.71,49.15,USA,64.16
"Physicist, medical",Healthcare,Increasing,High,144536.1,Associate Degree,14,8606,9257,53.99,42.88,USA,73.59
Food technologist,Healthcare,Decreasing,High,91103.31,Bachelor’s Degree,16,6060,8424,11.8,77.69,USA,35.57
Dentist,Manufacturing,Decreasing,High,117341.12,Bachelor’s Degree,9,8825,9685,70.23,27.33,USA,56.64
Financial risk analyst,Manufacturing,Decreasing,High,88197.07,Associate Degree,10,4113,2182,28.99,41.89,USA,57.34
Archaeologist,Transportation,Increasing,Low,131592.72,Associate Degree,1,3036,7850,37.41,14.9,USA,49.95
Air traffic controller,Entertainment,Decreasing,Low,147193.89,Associate Degree,12,8792,5967,10.73,49.77,USA,76.72
Forensic psychologist,Healthcare,Decreasing,High,117221.32,Master’s Degree,9,1449,5419,46.5,82.03,USA,47.22
Site engineer,Retail,Increasing,High,140946.55,Master’s Degree,18,8950,6252,87.54,41.99,USA,68.18
Pharmacologist,Healthcare,Decreasing,High,98680.36,Bachelor’s Degree,1,3337,3131,19.23,70.05,USA,29.75
Dramatherapist,Transportation,Decreasing,High,59220.26,Master’s Degree,14,5462,7573,99.94,6.15,USA,21.01
Multimedia specialist,Entertainment,Decreasing,Low,124734.28,High School,8,341,5752,83.31,91.89,USA,39.6
Television floor manager,Retail,Decreasing,Moderate,122756.81,Bachelor’s Degree,3,8352,1346,76.98,45.89,USA,41.33
"Nurse, learning disability",IT,Increasing,Moderate,88056.95,Bachelor’s Degree,2,2790,4154,50.63,96.3,USA,31.82
Armed forces technical officer,Healthcare,Decreasing,Low,91853.91,Associate Degree,4,1030,544,12.72,99.57,USA,63.21
Seismic interpreter,Manufacturing,Increasing,Low,59149.61,Master’s Degree,2,9723,1373,1.78,76.29,USA,28.22
Psychotherapist,Healthcare,Decreasing,Moderate,58641.56,Bachelor’s Degree,5,8442,3478,14.62,20.08,USA,38.14
Television/film/video producer,Finance,Decreasing,High,129824.76,High School,7,3409,3554,86.41,59.54,USA,27.36
"Doctor, general practice",Healthcare,Decreasing,Low,61636.03,High School,0,810,8815,74.13,92,USA,63.23
Retail manager,Transportation,Increasing,Moderate,41983.83,Master’s Degree,7,8310,8379,37.87,17.8,USA,63.02
Immigration officer,Finance,Decreasing,Low,79930.34,Bachelor’s Degree,8,5066,1454,27.71,11.68,USA,76.77
Special effects artist,Retail,Decreasing,Moderate,55267.02,Associate Degree,14,3051,3111,52.16,89.28,USA,54.67
Animal technologist,Education,Decreasing,High,52437.32,High School,8,9648,8750,26.82,51.18,USA,64.55
"Producer, television/film/video",Healthcare,Increasing,Low,129322.66,PhD,15,5541,9618,76.29,99.73,USA,44.11
"Exhibitions officer, museum/gallery",Healthcare,Decreasing,Low,138061.44,High School,1,6182,4222,13.62,74.09,USA,60.97
Chief Technology Officer,Transportation,Increasing,Low,60624.05,PhD,2,7196,2705,86.27,35.97,USA,61.98
Solicitor,Healthcare,Decreasing,Moderate,112448.52,Master’s Degree,6,3125,8359,42.16,22.06,USA,52.46
"Administrator, education",Healthcare,Increasing,Low,140680.96,Associate Degree,20,8199,6835,41.19,17.75,USA,69.44
Community arts worker,IT,Decreasing,High,112203.76,Associate Degree,3,9875,3590,88.53,84.52,USA,33.41
Legal secretary,Retail,Increasing,Low,121414.97,PhD,0,4298,3449,66.82,7.97,USA,37.13
Broadcast journalist,Manufacturing,Increasing,Moderate,119197.06,PhD,11,3926,996,11.82,68.18,USA,52.21
"Designer, jewellery",Transportation,Decreasing,Low,116725.5,Associate Degree,9,4485,2258,45.68,1.98,USA,26.58
Exercise physiologist,Retail,Decreasing,Moderate,73718.99,Master’s Degree,1,1310,706,23.8,41.15,USA,79.54
Financial planner,Entertainment,Increasing,Low,80118.56,High School,14,4153,6680,12.93,79.6,USA,71.22
Hydrogeologist,Manufacturing,Increasing,Low,44841.96,Bachelor’s Degree,3,2331,4420,79.7,84.54,USA,57.05
Lexicographer,Education,Increasing,Moderate,49732.12,Associate Degree,11,2852,1133,83.89,98.68,USA,28.96
Fast food restaurant manager,Manufacturing,Decreasing,High,112139.59,High School,20,1683,3129,83.8,41.19,USA,20.87
"Engineer, technical sales",Retail,Decreasing,High,40914.17,Associate Degree,13,1920,1981,6.76,80.32,USA,52.11
Retail banker,Entertainment,Increasing,Low,109570.83,PhD,4,473,4100,99.9,10.47,USA,74.73
Personal assistant,Finance,Decreasing,High,108287.48,Master’s Degree,7,611,6595,21.49,13.97,USA,26.44
Chief Operating Officer,Entertainment,Decreasing,Low,65952.6,Associate Degree,7,8590,2287,87.91,41.45,USA,70.18
"Engineer, maintenance (IT)",Entertainment,Decreasing,Low,100357.04,Bachelor’s Degree,15,2608,8026,12.92,81.56,USA,79.28
"Administrator, arts",Finance,Decreasing,Low,142450.21,High School,18,2496,4909,83.91,31.97,USA,41.95
Lawyer,Healthcare,Decreasing,Low,63310.65,High School,16,9793,4893,26.91,72.39,USA,71.29
Arboriculturist,Manufacturing,Increasing,Low,92958.1,Associate Degree,14,3262,490,13.34,44.91,USA,24.55
Air traffic controller,Manufacturing,Decreasing,Moderate,81290.96,Associate Degree,1,9012,6238,59.29,34.64,USA,73.84
"Engineer, automotive",Transportation,Decreasing,Low,99887.59,Master’s Degree,7,440,5657,90.17,5.85,USA,57.84
Contractor,Transportation,Increasing,Moderate,46747.32,Bachelor’s Degree,15,5759,8655,87.91,94.23,USA,61.61
Early years teacher,Manufacturing,Decreasing,High,136356.78,Associate Degree,0,7704,8985,15.64,66.72,USA,58.77
Maintenance engineer,Entertainment,Increasing,Low,77917.98,PhD,20,9309,2406,22.21,43.93,USA,79.27
Rural practice surveyor,Education,Decreasing,Low,56330.62,High School,7,8049,4724,95.1,98.2,USA,31.97
Artist,Entertainment,Decreasing,High,76188.95,PhD,10,9553,3122,0.25,34.66,USA,54.24
Pensions consultant,IT,Increasing,Low,35112.88,Bachelor’s Degree,8,7725,9844,28.35,16.04,USA,22.86
Television production assistant,IT,Decreasing,Moderate,113262.81,Associate Degree,7,1827,5597,60.39,79.65,USA,54.01
Homeopath,Entertainment,Increasing,Moderate,94496.25,PhD,5,6954,3681,22.83,50.07,USA,24.85
General practice doctor,Education,Increasing,High,105125.53,Associate Degree,12,3664,963,97.45,50.59,USA,25.25
"Editor, commissioning",Finance,Decreasing,High,90507.77,PhD,17,9706,6329,59.39,33.32,USA,24.18
Veterinary surgeon,Transportation,Decreasing,High,34657.59,Bachelor’s Degree,17,8527,5696,2.06,84.03,USA,63.76
Tree surgeon,Education,Decreasing,High,125934.7,Master’s Degree,15,2632,7399,74.91,17.09,USA,72.12
Operations geologist,Healthcare,Increasing,Low,79027.93,High School,6,9923,6873,48.59,84.06,USA,76.9
Secondary school teacher,Retail,Decreasing,Low,69505.95,Associate Degree,13,4194,5673,95.79,53.94,USA,54.35
Software engineer,Education,Increasing,Moderate,85430.16,PhD,10,6101,480,12.17,41.6,USA,68.53
"Librarian, academic",Retail,Increasing,High,129715.71,Bachelor’s Degree,3,6017,4321,76.81,71.94,USA,55.54
Animal nutritionist,IT,Increasing,High,76122.6,Associate Degree,3,9455,3532,49.04,2.92,USA,49.35
"Teacher, primary school",Healthcare,Decreasing,Low,63134.81,Master’s Degree,4,7655,867,32.98,13.87,USA,78.55
"Engineer, chemical",Entertainment,Decreasing,Low,147475.67,Associate Degree,14,6429,1950,73.19,35.92,USA,61.84
"Psychologist, occupational",Healthcare,Decreasing,Moderate,67056.66,PhD,6,9248,9534,82.41,56.46,USA,53.25
Warden/ranger,Retail,Decreasing,High,138855.47,PhD,10,6812,3322,73.61,61.23,USA,56.33
Analytical chemist,Healthcare,Decreasing,Low,86983.86,High School,5,4075,9832,90.36,64.31,USA,23.86
Conference centre manager,Education,Increasing,High,54027.29,Associate Degree,0,8834,234,13.37,25.26,USA,58.18
"Surveyor, land/geomatics",Entertainment,Increasing,High,118986.51,High School,19,5870,2101,97.54,18.82,USA,64.56
Company secretary,Finance,Decreasing,High,117407.46,High School,2,7455,3036,36.14,54.96,USA,78.86
Production engineer,IT,Increasing,Moderate,86936.14,Associate Degree,7,1097,1382,68.75,87.28,USA,35.8
"Engineer, aeronautical",Entertainment,Decreasing,High,62720.94,Master’s Degree,17,2821,700,11.65,68.99,USA,68.59
"Engineer, site",Entertainment,Decreasing,Moderate,89782.68,Master’s Degree,3,4952,9030,12.74,5.12,USA,79.63
"Programme researcher, broadcasting/film/video",Education,Decreasing,Low,49600.83,Bachelor’s Degree,0,9208,4726,92.48,52.21,USA,28.37
Forensic psychologist,Healthcare,Increasing,High,43271.31,Associate Degree,19,4120,2492,83.9,98.97,USA,39.49
Health physicist,Finance,Increasing,High,97792.44,Associate Degree,3,223,7557,63.73,7.25,USA,67.36
Community pharmacist,IT,Increasing,Moderate,109446.48,Master’s Degree,15,276,7665,91.64,66.8,USA,61.1
Tree surgeon,Transportation,Increasing,Moderate,72816.08,Bachelor’s Degree,6,7719,8326,97.17,28.5,USA,63.59
Health physicist,Manufacturing,Increasing,Moderate,124583.3,Master’s Degree,14,2692,8285,54.52,79.59,USA,31.49
"Accountant, chartered certified",IT,Increasing,Moderate,143612.94,Bachelor’s Degree,0,8877,3076,26.96,22.48,USA,33.89
Pharmacologist,Education,Decreasing,Low,76039.57,Associate Degree,20,4673,3197,38.5,30.5,USA,76.66
"Teacher, English as a foreign language",Healthcare,Decreasing,High,46539.82,Associate Degree,18,2333,4053,13.85,27.71,USA,34.36
"Engineer, civil (contracting)",Retail,Decreasing,High,105620.88,PhD,19,1457,3724,93.14,49.06,USA,78.32
Osteopath,Transportation,Decreasing,High,79706.04,Associate Degree,9,1539,4596,93.97,21.81,USA,60.3
Retail buyer,Transportation,Increasing,Moderate,57658.43,PhD,6,3770,3291,38.44,67.27,USA,51.3
Geoscientist,Finance,Increasing,Moderate,100898.17,Associate Degree,17,9441,7647,8.31,76.26,USA,58.01
Electronics engineer,Transportation,Decreasing,Moderate,101927.1,PhD,2,4201,1809,50.38,27.94,USA,38.47
Educational psychologist,IT,Increasing,High,79294.79,High School,17,3178,2344,12.83,33.97,USA,62.22
Physiological scientist,Finance,Increasing,High,97073.45,Bachelor’s Degree,13,8207,2663,44.24,43.26,USA,57.28
Landscape architect,Finance,Decreasing,Moderate,132946.13,High School,9,1959,5853,14.18,49.39,USA,23.49
Editorial assistant,IT,Increasing,High,96816.09,Bachelor’s Degree,9,7585,4956,51.49,65.69,USA,25.76
Occupational psychologist,Entertainment,Increasing,Moderate,78177.14,Master’s Degree,1,2521,2841,9.1,8.19,USA,66.35
Commissioning editor,Transportation,Decreasing,High,87961.07,Associate Degree,16,9425,9081,18.28,31.35,USA,73.96
Theme park manager,Entertainment,Increasing,Moderate,145660.97,Associate Degree,9,2766,2471,86.76,89.94,USA,50.2
Accounting technician,Healthcare,Decreasing,Moderate,104962.24,PhD,14,3146,427,4.54,45.02,USA,57.35
Interior and spatial designer,IT,Decreasing,Moderate,63460.17,Master’s Degree,5,6330,1617,4.06,26.22,USA,30.16
"Teacher, primary school",Entertainment,Increasing,High,67042.78,Associate Degree,2,5093,600,84.87,82.46,USA,25.45
Forensic scientist,Finance,Increasing,Low,107472.44,Bachelor’s Degree,15,2739,5383,75.62,74.89,USA,21.02
"Engineer, biomedical",Retail,Decreasing,Moderate,37977.74,Associate Degree,1,5800,6183,62.13,74.01,USA,55.71
IT technical support officer,Manufacturing,Increasing,Low,95616.77,Associate Degree,6,7516,6516,91.88,91.76,USA,62.17
Fish farm manager,Retail,Decreasing,High,53930.6,Associate Degree,20,2737,2283,36.7,94.17,USA,58.09
Museum/gallery conservator,Retail,Increasing,Low,63437.03,High School,5,545,3576,22.39,48.45,USA,45.83
Contractor,IT,Decreasing,Low,73412.05,Master’s Degree,1,9218,1482,78.06,29.17,USA,69.59
Musician,Retail,Decreasing,Moderate,39827.2,PhD,5,3849,8573,12.91,78.28,USA,71.39
"Programmer, multimedia",IT,Increasing,High,80502.82,Master’s Degree,19,3370,2113,95.67,81.97,USA,34.9
Film/video editor,Manufacturing,Increasing,High,122679.6,Bachelor’s Degree,20,483,4531,99.91,81.26,USA,75.79
"Surveyor, insurance",Finance,Decreasing,High,69494.52,Bachelor’s Degree,7,5318,1258,18.34,27.89,USA,36.55
Operational investment banker,Finance,Decreasing,Low,73559.77,High School,11,5114,1187,41.13,71.05,USA,20.24
Regulatory affairs officer,Entertainment,Increasing,Moderate,123637.02,Associate Degree,10,7451,4652,51.97,3.51,USA,59.78
Graphic designer,Manufacturing,Increasing,Low,64390.35,High School,15,4138,6308,42.43,1.1,USA,67.39
Social worker,Entertainment,Increasing,High,71526.24,PhD,1,1322,4437,71.66,74.3,USA,78.01
Travel agency manager,Healthcare,Decreasing,High,70825.39,Bachelor’s Degree,20,7016,4662,58.74,54.5,USA,59.6
Psychotherapist,Manufacturing,Decreasing,Moderate,142242.48,Master’s Degree,3,3142,3548,1.73,70.3,USA,56.55
Games developer,Finance,Decreasing,Low,118228.81,PhD,6,7825,5907,39.5,99.66,USA,78.01
International aid/development worker,Healthcare,Increasing,Moderate,92466.78,Bachelor’s Degree,20,8280,917,31.13,12.88,USA,59.12
Trade union research officer,Education,Decreasing,High,31259.17,PhD,7,282,627,21.66,88.41,USA,67.2
